iter	MultiClass
0	0.9817429188
1	0.8862844381
2	0.8053891891
3	0.7341876723
4	0.671251266
5	0.6188537259
6	0.5741309847
7	0.5327932421
8	0.4957634698
9	0.4614850514
10	0.4325484524
11	0.4040994828
12	0.3794447303
13	0.3573068199
14	0.3360636649
15	0.3159119535
16	0.2990529846
17	0.2825657294
18	0.2681015439
19	0.2533361839
20	0.2411080933
21	0.2298031922
22	0.2180789872
23	0.2082483676
24	0.1991932209
25	0.1904789688
26	0.1828190608
27	0.175481773
28	0.1680680258
29	0.1607987936
30	0.1542456207
31	0.1478227533
32	0.1419103587
33	0.1365646398
34	0.1314551524
35	0.1272927857
36	0.1237430822
37	0.1202119924
38	0.1160086713
39	0.1117821371
40	0.1088430158
41	0.1057858973
42	0.1028961367
43	0.1005421862
44	0.09848903952
45	0.09572532901
46	0.09337973215
47	0.09125351609
48	0.08931546985
49	0.08750232489
50	0.08531081113
51	0.08380230671
52	0.08236123207
53	0.08076820159
54	0.07931804734
55	0.07788342101
56	0.07650475879
57	0.07465200805
58	0.07341773244
59	0.07202225707
60	0.07082877415
61	0.06979001723
62	0.06870274074
63	0.06768970674
64	0.06648447959
65	0.06552047805
66	0.06460314171
67	0.06382239926
68	0.06307327697
69	0.06221889291
70	0.06134674508
71	0.06067343105
72	0.05981375458
73	0.05914770977
74	0.05850098193
75	0.0577817848
76	0.05704162843
77	0.05651704911
78	0.0557819251
79	0.05510446069
80	0.05447814047
81	0.0540235636
82	0.05304935156
83	0.05241078707
84	0.05187670027
85	0.05124125718
86	0.05065908786
87	0.04987304872
88	0.04931033298
89	0.04879405302
90	0.048285473
91	0.04774432107
92	0.04724940396
93	0.0467512552
94	0.04643432029
95	0.04590017964
96	0.04561313862
97	0.04517951381
98	0.0447263425
99	0.04431196581
100	0.04393780963
101	0.04337010921
102	0.04306133579
103	0.04270289044
104	0.04226460788
105	0.04205207571
106	0.04166845756
107	0.04125558791
108	0.0409227556
109	0.04036898252
110	0.04000072452
111	0.03966215493
112	0.03925365199
113	0.03895423565
114	0.03857560269
115	0.03822105578
116	0.03798632892
117	0.03771526416
118	0.03722218694
119	0.03694307353
120	0.03669354722
121	0.0363462858
122	0.03592634581
123	0.0356689644
124	0.03538221982
125	0.03510316215
126	0.03479380688
127	0.03446063847
128	0.03422043992
129	0.03389324105
130	0.03366271787
131	0.03334705431
132	0.03301094332
133	0.03271063859
134	0.03242133279
135	0.03220614782
136	0.03189190318
137	0.03162140382
138	0.03136089948
139	0.03101656016
140	0.03080496452
141	0.03060871751
142	0.03040313592
143	0.03020213129
144	0.03006358181
145	0.02982108441
146	0.02963548009
147	0.02941746961
148	0.02925846481
149	0.02902925232
150	0.0288074901
151	0.02863805414
152	0.02845490762
153	0.02825506579
154	0.02811338726
155	0.0279955772
156	0.02779977021
157	0.02762211779
158	0.02747637645
159	0.02728101976
160	0.02713219973
161	0.0269569579
162	0.02679022991
163	0.02665035013
164	0.02653420577
165	0.02636698845
166	0.02621082301
167	0.02603825064
168	0.0258297144
169	0.025670575
170	0.02548489108
171	0.02534995824
172	0.02522233458
173	0.02502767458
174	0.02487213442
175	0.02467788856
176	0.02453646044
177	0.02444604469
178	0.0243304836
179	0.0241986625
180	0.02408399523
181	0.02396849584
182	0.02374460639
183	0.02358101791
184	0.02341370667
185	0.0233178315
186	0.02321891631
187	0.02315484791
188	0.02302582739
189	0.02292415761
190	0.02282578767
191	0.02270590039
192	0.02251647981
193	0.0223673757
194	0.02229666452
195	0.02220836455
196	0.02212965386
197	0.02199141964
198	0.02190928767
199	0.02179564521
200	0.02168156654
201	0.02153903241
202	0.02141895929
203	0.02128843324
204	0.02116179761
205	0.02105817051
206	0.0209380476
207	0.02069803137
208	0.02055105106
209	0.02044746356
210	0.02037303849
211	0.02028278515
212	0.02022100965
213	0.02011558853
214	0.02001387941
215	0.0199278245
216	0.01979944586
217	0.01971439264
218	0.01960015031
219	0.01949103552
220	0.01935576372
221	0.01928395808
222	0.01919655027
223	0.01911188998
224	0.01902342813
225	0.0189798107
226	0.0188977518
227	0.01874978735
228	0.01865471467
229	0.01856074317
230	0.01849690899
231	0.01837509384
232	0.01828289282
233	0.01822339914
234	0.01815867602
235	0.01806733027
236	0.01798031284
237	0.01787578986
238	0.01777115075
239	0.01771798723
240	0.01767835227
241	0.01761529725
242	0.01752713422
243	0.01747112923
244	0.01739223005
245	0.01728757343
246	0.01721362907
247	0.01709985326
248	0.01699914113
249	0.01689549094
250	0.01685489409
251	0.01681006938
252	0.01670639309
253	0.016602532
254	0.0165128154
255	0.01644880049
256	0.01637458129
257	0.01628512766
258	0.01623101073
259	0.01616240082
260	0.01608984448
261	0.01602079911
262	0.01595909808
263	0.01589983214
264	0.01583233186
265	0.0157746331
266	0.01564992739
267	0.01559977983
268	0.01555830633
269	0.01547529441
270	0.01542880297
271	0.01537393393
272	0.01527996179
273	0.01522311972
274	0.01518686469
275	0.01513024236
276	0.01506090626
277	0.01501382351
278	0.01494914966
279	0.01488207847
280	0.0147697385
281	0.01474004771
282	0.01467071257
