iter	MultiClass
283	0.01462709132
284	0.01457540567
285	0.01453689141
286	0.01449603584
287	0.01443245677
288	0.01435965043
289	0.01431183225
290	0.0142651074
291	0.01421644788
292	0.01416968756
293	0.01413817362
294	0.01407925151
295	0.01402349641
296	0.01398094987
297	0.01395059593
298	0.01389378184
299	0.01380079978
300	0.01376817649
301	0.01372249444
302	0.01363605027
303	0.01358325973
304	0.01354268396
305	0.01345373331
306	0.01340957561
307	0.01332903621
308	0.01327733729
309	0.01322386944
310	0.01316012674
311	0.0131105749
312	0.01307031417
313	0.01302140542
314	0.01298111291
315	0.01293505253
316	0.01290510484
317	0.01280399006
318	0.01276311329
319	0.01271948398
320	0.01267624623
321	0.01263388681
322	0.01258376855
323	0.01255302095
324	0.01248081061
325	0.01238600173
326	0.0123473278
327	0.01229215648
328	0.01226766528
329	0.0122439097
330	0.01220392111
331	0.01215675377
332	0.01208230551
333	0.01204664869
334	0.01201060854
335	0.01197787085
336	0.01194213322
337	0.01190448382
338	0.0118728219
339	0.01184234534
340	0.01181006505
341	0.01175875429
342	0.01171678358
343	0.01167351676
344	0.01163425181
345	0.01161671866
346	0.01153360393
347	0.01147703574
348	0.01142911306
349	0.01140793506
350	0.01137609253
351	0.01134998359
352	0.01131800567
353	0.01129400741
354	0.0112545549
355	0.01119513915
356	0.01116221968
357	0.01111452452
358	0.01103613433
359	0.01098490869
360	0.01092196824
361	0.01087989565
362	0.01086122139
363	0.01082963219
364	0.01080344499
365	0.01075591676
366	0.01071672661
367	0.01069156701
368	0.01065819664
369	0.0106219474
370	0.01058520497
371	0.01055552165
372	0.0105079671
373	0.0104884202
374	0.01044293862
375	0.01040987583
376	0.01038630337
377	0.01033345179
378	0.01030328902
379	0.01026626405
380	0.0102347494
381	0.0102041307
382	0.01017712185
383	0.01015175111
384	0.01013000764
385	0.01008747269
386	0.01006708389
387	0.01005120157
388	0.01000191433
389	0.009976581668
390	0.009919920246
391	0.009899563917
392	0.009877949898
393	0.009849743717
394	0.009840015991
395	0.00980703229
396	0.009791063064
397	0.009767157266
398	0.009740963466
399	0.009682073598
400	0.009660776922
401	0.009629713106
402	0.009611034071
403	0.009567124601
404	0.009552176575
405	0.009537863455
406	0.009509996552
407	0.009488450522
408	0.009464089202
409	0.009430947139
410	0.009409328746
411	0.009388199243
412	0.009373220206
413	0.009361623325
414	0.009333792236
415	0.009313149088
416	0.009293633782
417	0.009269328192
418	0.009253933262
419	0.009231821231
420	0.009204613098
421	0.009183970806
422	0.009158986856
423	0.009132716289
424	0.009107040166
425	0.009092019647
426	0.009079080367
427	0.009048911985
428	0.009031420697
429	0.009017697399
430	0.008994221571
431	0.00897372001
432	0.008952089182
433	0.008932440296
434	0.008919392843
435	0.00889099037
436	0.008861117762
437	0.00884166056
438	0.00882573471
439	0.008809664374
440	0.008793790596
441	0.008783640176
442	0.008770174709
443	0.008753728199
444	0.008732705692
445	0.008713538094
446	0.008700383175
447	0.008680308413
448	0.008666438806
449	0.008649487619
450	0.008608482546
451	0.008588900905
452	0.008569777533
453	0.008543995202
454	0.008509726071
455	0.008481984126
456	0.008447810288
457	0.008424677913
458	0.008402861529
459	0.008393591846
460	0.008370962978
461	0.00835795142
462	0.008330240485
463	0.008306119434
464	0.008277046483
465	0.00824878836
466	0.00823854468
467	0.008218621516
468	0.008186434508
469	0.008168398786
470	0.008158055567
471	0.00813544844
472	0.008113224258
473	0.008091899152
474	0.008065634922
475	0.008036907063
476	0.008010277868
477	0.007966107744
478	0.007946885607
479	0.007906094457
480	0.007885271395
481	0.007874161198
482	0.00784277269
483	0.007825095258
484	0.007814848177
485	0.007786808957
486	0.007752234968
487	0.007736622065
488	0.007705898533
489	0.007670072984
490	0.007649982437
491	0.007635236491
492	0.007623595922
493	0.007592982914
494	0.007575817367
495	0.007555880543
496	0.007547495042
497	0.007525340556
498	0.007509980841
499	0.007494133173
500	0.007466335928
501	0.007445656447
502	0.00742941648
503	0.007411344025
504	0.007398826519
505	0.007388904663
506	0.007371439876
507	0.007357758757
508	0.007339185678
509	0.007308709566
510	0.007301488999
511	0.007289243287
512	0.007280247301
513	0.007265965249
514	0.007238757244
515	0.007221789841
516	0.007207947804
517	0.007186694164
518	0.007180487342
519	0.007160910788
520	0.00714800451
521	0.007124724072
522	0.007117818472
523	0.007096980551
524	0.007084247394
525	0.007072589511
526	0.007060813692
527	0.007031544132
528	0.00702301673
529	0.007005848539
530	0.006990409789
531	0.006985571803
532	0.006973228565
533	0.006963722066
534	0.006947601204
535	0.006934589214
536	0.006923068593
537	0.006912291954
538	0.006902599792
539	0.006892270746
540	0.006885050314
541	0.006868818848
542	0.006854081602
543	0.006838564536
544	0.006817789861
545	0.006803870256
546	0.006791134426
547	0.006770332879
548	0.006754197623
549	0.006746388845
550	0.006729071533
551	0.006707434502
552	0.0066975918
553	0.006687153134
554	0.006675099081
555	0.006656269359
556	0.006634739901
557	0.006621566379
558	0.006614391864
559	0.006597190204
560	0.00658888684
561	0.00657679032
562	0.006562448363
563	0.006550888408
564	0.006535670561
565	0.006519431718
566	0.006505425461
567	0.006498958477
568	0.006486104688
569	0.006464111023
570	0.006446212427
571	0.006434837076
572	0.006424949961
573	0.006408036186
574	0.006396557165
575	0.006385822077
576	0.006372619799
577	0.006351759894
578	0.006336008936
579	0.006328479495
580	0.006315558033
581	0.006305515823
582	0.006294689887
583	0.00627361438
584	0.006264165213
585	0.006259074628
586	0.0062459651
587	0.006238553077
588	0.006227767661
589	0.006217131289
590	0.006210449637
591	0.006200677377
592	0.006184750199
593	0.006174580626
594	0.006167313593
595	0.006143860348
596	0.006138582023
597	0.006117390679
598	0.00610514273
599	0.00609460845
600	0.006083706012
601	0.006073192514
602	0.006065868061
603	0.006043110097
604	0.006031283467
605	0.006025904972
606	0.006022013287
607	0.006000513429
608	0.005981903632
609	0.00596844799
610	0.005953188265
611	0.005939070722
612	0.005927529275
613	0.005918586045
614	0.005906434632
615	0.005896391838
616	0.005882150388
617	0.00586511175
618	0.00585686235
619	0.005846098803
620	0.00583839024
621	0.005832993509
622	0.005824782991
623	0.005812129631
624	0.005807125929
625	0.005796874461
626	0.00578375084
627	0.005774499994
628	0.005762521133
629	0.005754726002
630	0.00574520162
631	0.005732947127
632	0.005721270469
633	0.005710862151
634	0.005701808925
635	0.005682573683
636	0.005676734017
637	0.005668501004
638	0.005657629668
639	0.005643918532
640	0.005636949426
641	0.005623593417
642	0.005615045499
643	0.005590575017
644	0.005582895923
645	0.005574081884
646	0.005566743398
647	0.005561818018
648	0.005555239863
649	0.005544032999
650	0.0055324883
651	0.005527364495
652	0.005516613014
653	0.005512018362
654	0.005504992022
655	0.005492325819
656	0.005480229749
657	0.005468511463
658	0.005453891212
659	0.005444895656
660	0.005440264666
661	0.005430981157
662	0.00542198727
663	0.005415592936
664	0.005404485667
665	0.005397407419
666	0.005387582059
667	0.005382169189
668	0.005373419565
669	0.005359726177
670	0.005350551847
671	0.005340709773
672	0.005326386005
673	0.005315114906
674	0.005310082661
675	0.005295528688
676	0.005289531367
677	0.005279806184
678	0.005262840808
679	0.00525286778
680	0.005241835897
681	0.005226657852
682	0.005224277642
683	0.005217828768
684	0.005207482197
685	0.005202451785
686	0.00519472574
687	0.005186208383
688	0.005176625291
689	0.005166867231
690	0.005160747973
691	0.005145242029
692	0.005139430797
693	0.00513266286
694	0.005128224098
695	0.005121367422
696	0.005113488162
697	0.0051040849
698	0.005093444885
699	0.00508139387
700	0.00506627075
701	0.005050080434
702	0.00504033787
703	0.005034680561
704	0.005028538308
705	0.005019742754
706	0.005015317036
707	0.00500783176
708	0.004997939221
709	0.004989947133
710	0.004982884897
711	0.004976225014
712	0.004969134245
713	0.004960926436
714	0.004950065223
715	0.00493446851
716	0.004927011475
717	0.004915998635
718	0.004909859456
719	0.004903244072
720	0.004895433948
721	0.004884413058
722	0.004881662544
723	0.004875954621
724	0.004868552079
725	0.004862456167
726	0.004855531188
727	0.004847411189
728	0.00484063909
729	0.004830593042
730	0.004823012382
731	0.00481730483
732	0.004810613763
733	0.004803172786
734	0.0047974787
735	0.004790372444
736	0.004781210194
737	0.004775510792
738	0.004765903748
739	0.004758598671
740	0.004742906328
741	0.004733347134
742	0.004725578806
743	0.00471772819
744	0.004711828164
745	0.004703452542
746	0.004695166474
747	0.004687697589
748	0.004680113123
749	0.004672515146
750	0.004667489326
751	0.004651628517
752	0.004643968264
753	0.004640038105
754	0.004625095159
755	0.004612806346
756	0.004609752455
757	0.004604849757
758	0.004595996102
759	0.004589966961
760	0.004582901186
761	0.004577375071
762	0.004571094563
763	0.004565650691
764	0.004552145873
765	0.004546283884
766	0.004539203448
767	0.004531735986
768	0.004521380757
769	0.004511091439
770	0.004506910821
771	0.004500918716
772	0.004492610891
773	0.004478205027
774	0.004470912516
775	0.004466241099
776	0.00446077958
777	0.004456533232
778	0.004452569241
779	0.004447666579
780	0.004441296412
781	0.00443019171
782	0.004426052822
783	0.004423230947
784	0.004415493425
785	0.004410632057
786	0.004405997135
787	0.004399343491
788	0.004392716746
789	0.004388428988
790	0.004381132273
791	0.004374537311
792	0.004368830304
793	0.004365974415
794	0.004362728642
795	0.004356821729
796	0.004349278144
797	0.004334839376
798	0.004327439719
799	0.004322232384
800	0.004315440736
801	0.004309773508
802	0.004299249676
803	0.004289768557
804	0.004284524855
805	0.004277573436
806	0.004271711709
807	0.004267626754
808	0.004260899267
809	0.004259215379
810	0.004251825753
811	0.004242935901
812	0.004236681863
813	0.004229781429
814	0.00422550545
815	0.004220357471
816	0.004214637256
817	0.004212170458
818	0.004208215662
819	0.004204372266
820	0.004197759924
821	0.004194992216
822	0.004188767302
823	0.004182075578
824	0.004175129199
825	0.004171536482
826	0.004166397561
827	0.004158004818
828	0.004150900795
829	0.004149238586
830	0.004144457915
831	0.004136842209
832	0.004131129621
833	0.004127607287
834	0.004121478788
835	0.004116520772
836	0.004112426347
837	0.004104629546
838	0.004098366997
839	0.004088243604
840	0.004082025947
841	0.004076153946
842	0.004070662272
843	0.00406529483
844	0.004061459216
845	0.004057128746
846	0.004053959838
847	0.004049652668
848	0.004044953608
849	0.004037586207
850	0.004034272276
851	0.004029414489
852	0.004016696239
853	0.004011480635
854	0.004004998167
855	0.003996049893
856	0.003992703575
857	0.003988444326
858	0.003984701931
859	0.003980801884
860	0.00397643744
861	0.003972518544
862	0.003968749874
863	0.003963727076
864	0.003959300012
865	0.003953553791
866	0.003949050007
867	0.003945653015
868	0.003935928731
869	0.003932335992
870	0.003920028784
871	0.003914230493
872	0.003911525386
873	0.003906500975
874	0.003901598285
875	0.003897756118
876	0.003890953891
877	0.003885907082
878	0.003876601408
879	0.003869933879
880	0.003866556392
881	0.003858187555
882	0.003853326265
883	0.003849304672
884	0.003843958192
885	0.003836978058
886	0.003833291346
887	0.003827223805
888	0.003821949503
889	0.003816347179
890	0.003809708387
891	0.003803251338
892	0.003798466639
893	0.003793773111
894	0.003783681199
895	0.003777059554
896	0.003770979833
897	0.00376657658
898	0.003762610405
899	0.003755712909
900	0.003747748386
901	0.003744332994
902	0.003740840047
903	0.003734926601
904	0.003732460593
905	0.003727548339
906	0.003723415265
907	0.003717653215
908	0.003713098152
909	0.003708894596
910	0.003705071708
911	0.003698499867
912	0.003694537945
913	0.003690091117
914	0.003686620621
915	0.003683127607
916	0.00368068154
917	0.003673975472
918	0.003665464704
919	0.003662201999
920	0.003656468527
921	0.003654374391
922	0.003651348512
923	0.003645084502
924	0.003636857377
925	0.003633750479
926	0.00362805767
927	0.003624555525
928	0.003619571492
929	0.003610339918
930	0.003606307519
931	0.003602968998
932	0.00360087474
933	0.003596498723
934	0.003592183637
935	0.003588426693
936	0.003585781881
937	0.00357915948
938	0.0035731671
939	0.00356889537
940	0.003565060189
941	0.003556828834
942	0.003552552038
943	0.003548682349
944	0.00354512323
945	0.00353942334
946	0.003534809361
947	0.003529756661
948	0.003526508495
949	0.003522766209
950	0.003519443617
951	0.00351459988
952	0.003508787116
953	0.003505323531
954	0.003498881611
955	0.00349359108
956	0.003490653604
957	0.00348727144
958	0.003482500487
959	0.003478087694
960	0.003473455675
961	0.003467094029
962	0.003463158066
963	0.003458476251
964	0.003456394837
965	0.003449999883
966	0.003448366643
967	0.003445924485
968	0.003442582247
969	0.003440148053
970	0.003438095996
971	0.003432748603
972	0.003426843926
973	0.00342317977
974	0.003421280596
975	0.003416512757
976	0.003411566045
977	0.003407211368
978	0.003403829398
979	0.003400468946
980	0.003393441405
981	0.00338992749
982	0.003385777958
983	0.00338218964
984	0.003380360217
985	0.00337848817
986	0.003373912357
987	0.003370032456
988	0.003366998308
989	0.003362850928
990	0.003359481294
991	0.003355881608
992	0.003351640911
993	0.003348686699
994	0.003343888115
995	0.003339908396
996	0.003336308526
997	0.003333447859
998	0.003329306057
999	0.003326609827
